Entry,User,EntryDates,EntryLinks,e_feel,e_city,e_town,e_neighborhood,e_intensity,e_guess
hadimkoy de hissedildi tahmini 4.9,revenge of horse,24.09.2019 11:04,https://eksisozluk.com/entry/95741427,1,istanbul,arnavutkoy,hadimkoy,2,4.9
arnavutkoy'de hissedilmistir.,beter mi,24.09.2019 11:02,https://eksisozluk.com/entry/95741169,1,istanbul,arnavutkoy,,2,
kayisdagi'nda net olarak hissedilmistir. ortalama 2 saniye salladi gitti.,porsuk bali,24.09.2019 11:15 ~ 11:16,https://eksisozluk.com/entry/95742122,1,istanbul,atasehir,kayisdagi,2,
atasehir'de fena sallamistir. bir daha sallarsa ofisi terk ederim. edit: 4.7 imis. demek ki daha fazla olsa sag kalamayacagiz. kaynak,gerginmakina,24.09.2019 11:04 ~ 11:11,https://eksisozluk.com/entry/95741447,1,istanbul,atasehir,,3,
atasehir'i fena sallamistir.,interesting65,24.09.2019 11:04 ~ 11:06,https://eksisozluk.com/entry/95741449,1,istanbul,atasehir,,3,
atasehir’in ultra yuksek katli bir binasinda saglam hissedilmistir.,scener,24.09.2019 11:08,https://eksisozluk.com/entry/95741757,1,istanbul,atasehir,,2,
"atasehir'de gayet hissedilmistir, 43 katli zaten zaman zaman salinim gosteren bir binada depreme karsi nasil duyarsizlastigimizi da gostermistir.",hoja,24.09.2019 11:19,https://eksisozluk.com/entry/95742315,1,istanbul,atasehir,,2,
atasehir'de de kendini epey hissettirdi. akillara sunu da getirdi tabi. 4.5'te boyle ise o beklenen istanbul depremini dusunmek bile korkutucu.,jimmyelros,24.09.2019 11:29,https://eksisozluk.com/entry/95742743,1,istanbul,atasehir,,2,
"atasehir'de 23. katta oldugumdan dolayi oldukca fazla hissettigim depremdir. 4-5 saniye sureyle, bina hafif cukur bir yoldan geciyormus gibi sallandim. umarim yapi saglamdir. zaten asagi inene kadar olan olur, olen olur.",kenzhi,24.09.2019 12:28,https://eksisozluk.com/entry/95744964,1,istanbul,atasehir,,3,
dogu atasehir'de sandalyeyi ittiriyorlarmis gibi hissettiren depremdir.,loveandpoison,24.09.2019 12:42,https://eksisozluk.com/entry/95745431,1,istanbul,atasehir,,3,
"avcilar cihangirde beni tirstiran depremdir. kahvaltimi yaparken sandalyeme biri vuruyormus gibi hissettirdi. benim kucuk yegen yine arkadan vuruyor sandim hatta. genelde yapar boyle yaramazliklar. arkami donmemle yegeni gorememem, kafami kaldirip lambaya bakmam, deprem oldugunu farketmem ve kapanis seklinde gelisti.",alotlikelove,24.09.2019 11:40,https://eksisozluk.com/entry/95743126,1,istanbul,avcilar,cihangir,4,
ispartakule de 4-5 saniye boyunca hissettigim depremdir,momak,24.09.2019 11:02,https://eksisozluk.com/entry/95741147,1,istanbul,avcilar,tahtakale,2,
tam suan hissettigim deprem <bkz: avcilar >,astorshia,24.09.2019 11:01 ~ 11:02,https://eksisozluk.com/entry/95741072,1,istanbul,avcilar,,2,
avcilarda 4.7'ye oranla az salladi sanki. korkutandir.,gimildenn,24.09.2019 11:16,https://eksisozluk.com/entry/95742173,1,istanbul,avcilar,,2,
bankadaki calisma masami titretmis depremdir. aman allah korusun. konum:avcilar-beylikduzu,ozguncocuk,24.09.2019 11:25 ~ 11:27,https://eksisozluk.com/entry/95742593,1,istanbul,avcilar,,4,
bagcilar-gunesli lokasyonu. hazret fena titretti.,koluncumuofele,24.09.2019 11:01,https://eksisozluk.com/entry/95741119,1,istanbul,bagcilar,gunesli,3,
baya salladi yalniz bagcilarda,sairadam,24.09.2019 11:02,https://eksisozluk.com/entry/95741215,1,istanbul,bagcilar,,3,
fena salladi bagcilar,jeett,24.09.2019 11:04,https://eksisozluk.com/entry/95741403,1,istanbul,bagcilar,,3,
ya arkadas deprem olurken baslik acmak mi geliyor akliniza. yuh amk. tanim: bagcilarda hissedilen sarsintidir.,geyikterapistisi,24.09.2019 11:06,https://eksisozluk.com/entry/95741584,1,istanbul,bagcilar,,2,
"ikitelli'de ofisteyim. net hissedildi, 5 siddetinde tahmin ediyordum 4.7 aciklamasi geldi. gecmis olsun",ulubane,24.09.2019 11:13,https://eksisozluk.com/entry/95742018,1,istanbul,bahcelievler,ikitelli,2,5
biri binayi anlik olarak alip savurdu galiba. fakat iyi catirdadi. yer yenibosna,agave surubu,24.09.2019 11:04,https://eksisozluk.com/entry/95741382,1,istanbul,bahcelievler,yenibosna,4,
yenibosna'yi da besik gibi sallayan depremdir.,crazy joe davola,24.09.2019 11:05,https://eksisozluk.com/entry/95741470,1,istanbul,bahcelievler,yenibosna,3,
sallandi. bahcelievler.,alt4y,24.09.2019 11:01,https://eksisozluk.com/entry/95741040,1,istanbul,bahcelievler,,2,
bahcelievler tarafi fena sallandi.,soapmactavish1,24.09.2019 11:05,https://eksisozluk.com/entry/95741500,1,istanbul,bahcelievler,,3,
"bahcelievler'de, cok guzel sekilde hissedildi ...",tuxemr,24.09.2019 11:05,https://eksisozluk.com/entry/95741518,1,istanbul,bahcelievler,,2,
bahcelievler’de fena salladi valla.,vosvos bir iki uc,24.09.2019 11:06,https://eksisozluk.com/entry/95741583,1,istanbul,bahcelievler,,3,
bahcelievlerde guclu hissedildi.,aprewday,24.09.2019 11:07,https://eksisozluk.com/entry/95741614,1,istanbul,bahcelievler,,2,
hasta oldugumdan evde uyuyordum <bahcelievler> sonra depremden dolayi uyandim korkuyla hemen avizeye bakindim artik nasil hastaysam avizenin saklandigini o an algilayamadim ve tekrer uyumaya calistim eksiye bakinca gercekten deprem oldugunu ogrendim.,nickimi kaybettim,24.09.2019 12:07,https://eksisozluk.com/entry/95744156,1,istanbul,bahcelievler,,4,
florya civarinda cok kucuk hissedildi,btnyrdkl,24.09.2019 11:05,https://eksisozluk.com/entry/95741475,1,istanbul,bakirkoy,florya,2,
bakirkoy'de hissedilmistir. oturdugum yerde gittim geldim. kandilli'nin sitesine gore silivri aciklari-istanbul <marmara denizi> buyukluk 4.7 link silivri aciklarinda yarim saat arayla meydana gelen ikinci deprem bu. ilki saat 10:30'da 3.1 buyuklugunde olmus. edit: 11:00'deki deprem haricinde 11 tane daha deprem meydana geldi; 2019.09.24 13:23:08 40.8755 28.2217 9.3 -.- 2.8 -.- silivri aciklari-istanbul <marmara denizi> maps 2019.09.24 13:11:07 40.8888 28.2080 5.3 -.- 2.7 -.- marmara denizi ilksel maps 2019.09.24 12:59:17 40.8595 28.2680 8.0 -.- 2.0 -.- silivri aciklari-istanbul <marmara denizi> ilksel maps 2019.09.24 12:43:56 41.2120 28.9097 0.0 -.- 0.7 -.- ciftalan-eyup <istanbul> ilksel maps 2019.09.24 12:16:45 40.8685 28.2495 17.9 -.- 2.0 -.- silivri aciklari-istanbul <marmara denizi> ilksel maps 2019.09.24 12:04:08 40.8747 28.2213 14.8 -.- 1.9 -.- silivri aciklari-istanbul <marmara denizi> ilksel 2019.09.24 12:00:57 40.8713 28.2515 14.9 -.- 2.0 -.- silivri aciklari-istanbul <marmara denizi> ilksel 2019.09.24 11:57:22 40.8732 28.2280 11.8 -.- 3.4 3.1 silivri aciklari-istanbul <marmara denizi> 2019.09.24 11:32:51 40.8573 28.2660 8.8 -.- 2.0 -.- silivri aciklari-istanbul <marmara denizi> ilksel 2019.09.24 11:27:06 40.8648 28.2723 8.5 -.- 2.4 -.- silivri aciklari-istanbul <marmara denizi> ilksel 2019.09.24 11:12:19 40.9180 28.3725 17.5 -.- 1.7 -.- marmara denizi ilksel,calgonun duzeltemedigi camasir makinasi,24.09.2019 11:01 ~ 14:15,https://eksisozluk.com/entry/95741021,1,istanbul,bakirkoy,,2,
bakirkoy’de cok saglam hissedilmis olan depremdir,postsurrealist,24.09.2019 11:04,https://eksisozluk.com/entry/95741429,1,istanbul,bakirkoy,,3,
karsimdaki televizyon ve ustumdeki avize fena sallandi. yerden ziplatti sanki. konum: bakirkoy,bahcefeneri,24.09.2019 11:14,https://eksisozluk.com/entry/95742064,1,istanbul,bakirkoy,,4,
ikitelli'de de hissedilmistir.,megabyte,24.09.2019 11:01,https://eksisozluk.com/entry/95741065,1,istanbul,basaksehir,ikitelli,2,
ikitelli de de hissedilen depremdir. sandalye gidip gelmistir.,eseyemiti,24.09.2019 11:02,https://eksisozluk.com/entry/95741192,1,istanbul,basaksehir,ikitelli,2,
