Entry,User,EntryDates,EntryLinks
üst edit: yenimahalle'de meydana gelmiş 3.5 büyüklüğünde deprem. keçiören'i sallamıştır.,alamut fedaisi,25.08.2019 21:42 ~ 22:01,https://eksisozluk.com/entry/94438271
fena salladı 2 dalga şeklinde rahat 4-5 sn salladı yani. ayrıca sallamadan önce alttan gelen bir gürültü vardı. bu sefer kazan merkez üssü olamaz. sallama yönü çok farklı. edit: merkez üssü tam ivedik hurdacılar sanayi sitesi ve yüzeye 2 km yakınlıkta. yer altında bomba mı patlattılar ne oldu? link,alister,25.08.2019 21:43 ~ 26.08.2019 00:17,https://eksisozluk.com/entry/94438275
"gerçekleşti. edit: benden önce deprem başlığı açan sayın yazarlar size iki çift sözüm var. şimdi geçmişte deprem vs yaşamış biriyim ve ankara'da hasar verici güçlü deprem olmayacağını düşünen biri olduğum için deprem olur olmaz bari başlığını açayım dedim. hatta deprem olurken başlığı açıyordum. bir defa da erkenden başlık açmayı yaşatmadınız ya, alacağınız olsun.",ramesses,25.08.2019 21:43 ~ 21:45,https://eksisozluk.com/entry/94438276
"an itibariyle çok fena sallandık. alttan alttan vurdu, küt küt ses çıkardı, uzun zamandır böylesine rastlamamıştım. geçmiş olsun. ne depremler yaşadım ah bir bilseniz...",bella esmeralda,25.08.2019 21:43 ~ 21:47,https://eksisozluk.com/entry/94438278
"çok fena vurdu alttan alttan. edit: bina öbür binaya doğru kaydı sandım, öyle şiddetliydi. alttan güm diye bir anda geldi.",akrostisbizimisimiz,25.08.2019 21:43 ~ 21:44,https://eksisozluk.com/entry/94438281
3-4 saniye kadar sağlam sallamıştır.,srfydn,25.08.2019 21:43,https://eksisozluk.com/entry/94438282
az önce sağlam bir salladı sanıyorum ya da bana öyle geldi,whentheleveebreaks,25.08.2019 21:43,https://eksisozluk.com/entry/94438287
etlik'ten hissettirmiştir. edit: merkez de buraymış ya lan. deprem ne onu bile unutmuşum nerden çıktı bu.,sikuk,25.08.2019 21:43 ~ 23:54,https://eksisozluk.com/entry/94438288
bu sefer fena salladı. 3.5 şiddetinde merkezi yenimahalle olan depremdir. herkese geçmiş olsun.,bsgair,25.08.2019 21:43 ~ 21:56,https://eksisozluk.com/entry/94438292
eryaman'da salladı 3-4 saniye. alıştık artık.,tughan,25.08.2019 21:43 ~ 21:44,https://eksisozluk.com/entry/94438293
eryaman'ı 5 sn boyunca sallamıştır.,rustu ciftyumruk,25.08.2019 21:43,https://eksisozluk.com/entry/94438306
eryamanı fena sallamıştır.,isminivermekistemeyenbiryazar,25.08.2019 21:43,https://eksisozluk.com/entry/94438307
an itibariyle sallayan depremdir. konum : batıkent merkez üssü : yenimahalle derinlik : 2 km büyüklük : 3.5,crazyspecialist,25.08.2019 21:43 ~ 22:07,https://eksisozluk.com/entry/94438312
eryaman'dan hissettirendir. edit: geçmiş olsun.,yasca kucuk aklen buyuk,25.08.2019 21:43 ~ 21:44,https://eksisozluk.com/entry/94438317
fena vurdu altındağda hissettirdi,homologromozom,25.08.2019 21:43 ~ 21:44,https://eksisozluk.com/entry/94438320
hissettiğim deprem,nisantasinda mendil satan cocuk,25.08.2019 21:43,https://eksisozluk.com/entry/94438322
altındağ'dan hissttirdi.,atina karsi gelen kovboy,25.08.2019 21:43,https://eksisozluk.com/entry/94438323
çok kısa ama iyi depreşti.,mualloc,25.08.2019 21:43,https://eksisozluk.com/entry/94438327
iyi sallamıştır,kafsinkaf1912,25.08.2019 21:43,https://eksisozluk.com/entry/94438333
25.08.2019 tarihinde saat 21:42'de ankara'da gerçekleşen yer sarsıntısıdır. edit: ne yapıyorsunuz eliniz telefonda deprem mi bekliyorsunuz. bilgisayar başındayken hemen girdim 20 tane girdi var.,yazilarbanaaittir,25.08.2019 21:43 ~ 21:45,https://eksisozluk.com/entry/94438336
bahceliyi sallamistir,whilelisteningsection,25.08.2019 21:43,https://eksisozluk.com/entry/94438338
çiftlik kavşağında uykudan uyandırdı.,burnunukolunasilenilkcocuk,25.08.2019 21:43,https://eksisozluk.com/entry/94438340
