Entry,User,EntryDates,EntryLinks
sallayandır,nescafe3in1,20.02.2019 21:24,https://eksisozluk.com/entry/86919068
"an itibariyle olan. ege ve marmara bölgesine geçmiş olsun. umarım gökyüzündeki gezegen hizalanmasına bağlı olarak, bazılarının beklediği 8 üzeri deprem, popüler kültürün saçmalığı olarak kalır.",bella esmeralda,20.02.2019 21:24 ~ 21:49,https://eksisozluk.com/entry/86919070
az önce gerçekleşen depremdir.,lars with snare,20.02.2019 21:24,https://eksisozluk.com/entry/86919073
an itibariyle hissedilendir. cok hafif salladi . 3.5 gibi duruyor.,hasta gaasarayli,20.02.2019 21:24 ~ 21:27,https://eksisozluk.com/entry/86919075
çok fena salladı. edit: 5.2 merkez üssü ayvacık.,mystyc,20.02.2019 21:24 ~ 21:36,https://eksisozluk.com/entry/86919078
hafifçe bir sallandık. edit: ulan daha sallanırken başlık açılmıştı. artık o depremin verdiği korkuyu yaşayamaz oldum. sallanmaya başladığımız anda telefona atlayıp entry girmeye çalışıyorum. bir gün birinci olup jübilemi yapacağım inşallah. edit2: birinci olan arkadaşı da tebrik ederim.,deadgodinme,20.02.2019 21:24 ~ 21:48,https://eksisozluk.com/entry/86919082
an itibari ile fena sallıyor.,seversen aldatirlar usta,20.02.2019 21:24,https://eksisozluk.com/entry/86919085
istanbul'dan hissedilen deprem. baya sallandık. 5.5 büyüklüğünde çanakkale ayvacık. https://twitter.com/…nfo/status/1098289690338381824,i am not noob,20.02.2019 21:24 ~ 21:36,https://eksisozluk.com/entry/86919087
bu sefer birinci benim edit: hahahaha silmedim ibret-i alem için dursun burda,taksi kime,20.02.2019 21:24 ~ 22:07,https://eksisozluk.com/entry/86919096
izmir’de hissedilmiştir,mehty,20.02.2019 21:25,https://eksisozluk.com/entry/86919100
şu an fena halde sallamaktadır.,elmasuyu,20.02.2019 21:25,https://eksisozluk.com/entry/86919110
çok pis salladı. 4.4 veriyorum.lokasyon bornova. ekleme: yine koştum yetişemedim gördün mü (bkz: swh ),maylo napiyor acaba,20.02.2019 21:25 ~ 21:27,https://eksisozluk.com/entry/86919114
gene sallamıştır.,krokobil,20.02.2019 21:25,https://eksisozluk.com/entry/86919120
bravo tebrikler nasıl açıyonuz daha deprem bitmedi,whereismykidney,20.02.2019 21:25,https://eksisozluk.com/entry/86919123
az önce sallamıştır.,corsairsgold35,20.02.2019 21:25,https://eksisozluk.com/entry/86919126
tatli tatli sallandik besik gibi gercekten.,chezidek,20.02.2019 21:25,https://eksisozluk.com/entry/86919132
ne ara açtınız lan başlığı!!! bu da mı gol değil be?? iyi sallamıştır.,bartemius crouch,20.02.2019 21:25 ~ 21:44,https://eksisozluk.com/entry/86919147
"altıma sıçtım. burhaniye, artur.",art bastard,20.02.2019 21:25,https://eksisozluk.com/entry/86919149
feci salladı... lokasyon izmir foça,derinliklerde,20.02.2019 21:25,https://eksisozluk.com/entry/86919152
baya gittim geldim oturduğum yerde.,emehmetg,20.02.2019 21:25,https://eksisozluk.com/entry/86919154
hep deprem olsunda yazayım diye bekliyordum sonunda başardım. neyse vurdu geçti çok bir şey yok. hayır geçenlerde biri diyordu gezegenler yan yana geldi büyük deprem olacak falan şom ağızlı pezevenk tutturdu valla (bkz: frank hoogerbeets ) haber,adler91,20.02.2019 21:25 ~ 21:51,https://eksisozluk.com/entry/86919170
"4.7 edit: 5,3 müş merkez üssü çanakkale ayvacık geçmiş olsun.",turco el guapo,20.02.2019 21:25 ~ 21:38,https://eksisozluk.com/entry/86919172
kafam gitti gitti geldi. lan neydi o. evet.,fikir muhendisi fikri ii,20.02.2019 21:25,https://eksisozluk.com/entry/86919177
off lan bornova feci hissedildi. ocak ayindaki gibiydi,rampapa,20.02.2019 21:25,https://eksisozluk.com/entry/86919178
az önce fena salladı.,tashak joe,20.02.2019 21:25 ~ 21:27,https://eksisozluk.com/entry/86919179
beşikte sallanıyorum hissi uyandırmıştır,eski geminin yolcusu,20.02.2019 21:25,https://eksisozluk.com/entry/86919180
güzel sallamıştır ve uzun sürmüştür,cgtysmy,20.02.2019 21:25,https://eksisozluk.com/entry/86919185
3 saniye sallayan deprem. büyük ihtimalle başka yerde ol,celil dok ulan benzini,20.02.2019 21:25,https://eksisozluk.com/entry/86919187
felaket sallandık saldalye ile birlikte..,redhood,20.02.2019 21:26,https://eksisozluk.com/entry/86919192
"fena sallayan depremdir. çanakkale - ayvacık merkezli olmuştur. 5.3 büyüklüğündedir, dün de 4 büyüklüğünde olmuştu. artçı dalgalar devam edebilir, tedbirli olunuz.",tirendaz 17,20.02.2019 21:26 ~ 21:36,https://eksisozluk.com/entry/86919194
bursayi da fena sallamistir,namusumla yaziyorum,20.02.2019 21:26,https://eksisozluk.com/entry/86919198
bir şey oldu. hissetmedim. zeytinburnu.,isen buga,20.02.2019 21:26,https://eksisozluk.com/entry/86919199
küçükçekmece'de çok fena salladı.,duran toplarin usta ismi,20.02.2019 21:26,https://eksisozluk.com/entry/86919205
balıkesir merkezde ufak çaplı hissedilen depremdir.,caydelisi,20.02.2019 21:26,https://eksisozluk.com/entry/86919207
4.3 götümle hissettim.,mrlaw,20.02.2019 21:26,https://eksisozluk.com/entry/86919208
baş dönmesi yaratan deprem. bursa.,eksimtrack,20.02.2019 21:26 ~ 21:51,https://eksisozluk.com/entry/86919209
an itibariyle beşiktaş'ta çok hafif hissedildi.,mexus,20.02.2019 21:26,https://eksisozluk.com/entry/86919214
sağlam geldi. 4.5 üzeri var,radioactive cat,20.02.2019 21:26,https://eksisozluk.com/entry/86919218
