Entry,User,EntryDates,EntryLinks
"(deprem güvenliği ve yapmamız gerekenler hususunda bilgi sahibi olan arkadaşlar mesaj yoluyla kaynak bildirebilirse paylaşacağım.) öncelikle ekşi şeylerdeki bu önemli paylaşım okunmalı. deprem anında yapılması ve yapılmaması gerekenler hakkındaki bu paylaşım da dikkate değer. yurt içindeki depremleri anlık takip etmek için resmi site . bugün gerçekleşen büyük deprem hakkındaki genel bilgileri içeren haber . zaharoff nickli arkadaşımızın hayatta kalma çantası başlığındaki #84860206 numaralı entrysi ile beklenen büyük istanbul depremi başlığındaki #86523241 numaralı entrysi önemli. büyük deprem sonrası ilk edit: saat 13:59 itibariyle silivri açıklarında şu anki bilgilere göre 5.8 büyüklüğünde bir deprem gerçekleşti. bazı binalar hasar görmüş durumda. umarım can kaybı olmaz ama bu büyüklükte bir depremde muhtemelen yıkılan bina olmuştur. yeni editler ekleyeceğim, şimdilik şaşkınlığımı bağışlayın. bu arada hatlardan kaynaklı olarak internete ulaşmakta zorluk çekiliyor. gelen bilgiler: deprem marmara denizi’nde, deniz tabanından 7 kilometre aşağıda gerçekleşmiş. şu ana kadar otuzun üzerinde artçı depremin oluştuğu bilgisi mevcut. bunların üçü ise en az 4.0 şiddetinde. istanbul, bursa ve kocaeli’de valilik kararları ile okullar tatil edildi. kızılay başkanı kerem kınık bu depremin beklenen büyük istanbul depremi ile aynı fay hattı üzerinde olduğunu açıkladı. silivri devlet hastanesi’nin hasardan dolayı tahliye edildiği, sultangazi ve eyüpsultan ilçelerinde hasar gören binaların mevcut olduğu, şirinevler’de yan yatan bir binanın tahliye edildiği, çevre illerden kurtarma uzmanlarının istanbul’a sevk edildikleri, bazı camilerin minarelerinin yıkıldığı haberlerde geçiyor. . buradan sonraki kısım fasa fiso niteliğindeki entrynin ilk haline ilişkin! mynet uygulamasından 3.6 şiddetinde bir deprem olduğuna ilişkin haber gelmişti sabah saatlerinde, sözlüğe baktığımda başlığını göremediğim için şaşırmıştım. daha sonra aşağıdaki haliyle ilk entryi girdim: “silivri açıklarında üç dakika önce 3.6 büyüklüğünde bir deprem daha olmuş. deprem haberlerini mynet’ten mi öğrenecektik? neredesin ey ekşi ahalisi! kaynak burada! ”",joeneid,26.09.2019 10:48 ~ 20:51,https://eksisozluk.com/entry/95819067
sismograf götlerin bozulduğuna delalettir. edit: bu arada ben 3.5 civarı bir deprem olmuştu onunla geyik yapmıştım. allah için şu başlığı mutlaka okuyun. (bkz: 26 eylül 2019 itü kamuoyu açıklaması ),marius de sade,26.09.2019 10:49 ~ 21:37,https://eksisozluk.com/entry/95819107
"az önce hissettiğim lakin başlık açılmayınca herhalde tansiyonum düştü diye geçiştirdiğim sarsıntı. ulan bina üzerimize yıkılsa başlık açılmadı diye rüzgardan oldu herhalde diyeceğiz,o hale getirdi ekşi bizi. umuyorum ki bu son günlerde yaşananlar büyük bir şeyin öncüsü değildir. edit: 2.5 ve 2.3 'lük iki artçı daha kaydedilmiş sonrasında. edit 2: az önce 3.1 'lik bir artçı daha meydana geldi. edit 3: geliyorum dedi...",cicekacanpapagan,26.09.2019 10:49 ~ 15:41,https://eksisozluk.com/entry/95819115
"korkutan depremdir.. sarsılmasından ötürü değil de, hissedilmemesinden ötürü korkutmuştur.. casus deprem gibi, radar götlere yakalanmadan olmuştur.. edit: deprem gibi deprem olunca (5.9) sensörlerin çalıştığını idrak ettik.. geçmiş olsun herkese.. edit2: telefon hatları da çalışmıyor.. dikkat, izmir'den bahsediyorum, istanbul ses ver!",sonnenuntergang,26.09.2019 10:50 ~ 14:22,https://eksisozluk.com/entry/95819144
ekşi hissetmeyince benim için eksik kalmış depremdir. olmadı bu. şakası bir yana allah daha büyüğünden korusun hepimizi. tehlike çanları çalıyor gibi. deprem çantası hazırlamak lazım ey ahali.,s10,26.09.2019 10:52,https://eksisozluk.com/entry/95819192
"3.6 büyüklüğünde gerçekleşmiştir. edit : ikinci depremi sokakta hissettim resmen, herkese çok geçmiş olsun, umarım can kaybı olmaz.",bu da gecer ya huu,26.09.2019 10:53 ~ 14:59,https://eksisozluk.com/entry/95819231
tuhaf ya.,kertmeyen keler,26.09.2019 11:00,https://eksisozluk.com/entry/95819432
hissetmedigim deprem. 3 ve civaridir kesin.,n8,26.09.2019 11:02,https://eksisozluk.com/entry/95819523
hayırdır bugün geç kaldınız ? maaşlar mı yatmadı :d,drift34,26.09.2019 11:06,https://eksisozluk.com/entry/95819620
sismik götlü yazar arkadaşlar bunu nasıl kaçırdı lan. bu kabul edilemez bir durum. bu yazar arkadaşlar yüzünden depremi bizler de fark edemedik. ya başımıza kötü bir şey gelseydi.,glen,26.09.2019 11:31,https://eksisozluk.com/entry/95820391
